"Project ID","Project name","Project description","Project creation date","Project last update","Team size","Current step name","Current status","Thématique","Accompagnement","TOD Advisor","Step Name (step_13)","Entry date (step_13)","Submission date (step_13)","Type de situation","Step Name (step_70)","Entry date (step_70)","Submission date (step_70)","Step Name (step_1)","Entry date (step_1)","Submission date (step_1)","Step Name (step_8)","Entry date (step_8)","Submission date (step_8)","Step Name (step_2)","Entry date (step_2)","Submission date (step_2)","Step Name (step_33)","Entry date (step_33)","Submission date (step_33)","Step Name (step_17)","Entry date (step_17)","Submission date (step_17)","Step Name (step_18)","Entry date (step_18)","Submission date (step_18)","Step Name (step_12)","Entry date (step_12)","Submission date (step_12)","Step Name (step_19)","Entry date (step_19)","Submission date (step_19)","Step Name (step_20)","Entry date (step_20)","Submission date (step_20)","Step Name (step_10)","Entry date (step_10)","Submission date (step_10)","Step Name (step_7)","Entry date (step_7)","Submission date (step_7)","Step Name (step_23)","Entry date (step_23)","Submission date (step_23)","Step Name (step_24)","Entry date (step_24)","Submission date (step_24)","Step Name (step_25)","Entry date (step_25)","Submission date (step_25)","Step Name (step_26)","Entry date (step_26)","Submission date (step_26)","Step Name (step_27)","Entry date (step_27)","Submission date (step_27)","Step Name (step_28)","Entry date (step_28)","Submission date (step_28)","Step Name (step_29)","Entry date (step_29)","Step Name (step_63)","Entry date (step_63)","Submission date (step_63)","Step Name (step_64)","Entry date (step_64)","Submission date (step_64)","Step Name (step_65)","Entry date (step_65)","Submission date (step_65)","Step Name (step_66)","Entry date (step_66)","Submission date (step_66)","Step Name (step_67)","Entry date (step_67)","Submission date (step_67)","Step Name (step_68)","Entry date (step_68)","Submission date (step_68)","Step Name (step_69)","Entry date (step_69)","Submission date (step_69)"
"731","La dalle creuse","Parmi les nouveaux techniques de construction des dalles, on trouve des dalles creuses qui reposent sur l'utilisation des ballons en plastique attachés à des armatures pour donner des avantages économiques et techniques  à chaque construction.","23/12/2024","13/06/2025","001","Ideation","active","NA","NA","SBU Manufacturing Jorf","Soumission","23/12/2024","13/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","05/02/2025","10/04/2025","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"734","Tire Recycling","Le Recyclage des pneus et des bandes usagées du Groupe OCP consiste à transformer ces déchets en pavés de caoutchouc,contribuant à la valorisation des matériaux,à la réduction des déchets et à la production de solutions durables pour l'aménagement urbain.","26/12/2024","21/06/2025","001","Ideation","active","NA","NA","SBU Mining Gantour","Soumission","26/12/2024","NA","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","27/01/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"735","Online ANALYSIS","LE BUT DE LA SITUATION ""ONLINE ANALYSIS"" EST LA FABRICATION DES ANALYSEURS CHIMIQUES EN LIGNE  POUR LA STABILISATION DE PROCESS CHIMIQUE.  ""SULAB430"" C'EST UN MODEL D'ANALYSEUR DE SULFATE LIBRE  EST  LE DEPART MODELS DE CETTE SITUATION.","26/12/2024","13/06/2025","003","Development","active","NA","NA","SBU Manufacturing Jorf","Soumission","26/12/2024","12/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","28/01/2025","12/05/2025","Ideation | Demo Day ","16/05/2025","16/05/2025","Development","26/05/2025","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"737","Digital chemical stores","Gréer une plateforme digitale regroupe les magasins des laboratoires de la SBU Mining en but d’optimiser la commande et l’échange entre ils pour éviter les ruptures des stocks .","28/12/2024","13/06/2025","003","Ideation","active","NA","NA","SBU Mining Phosboucraa","Soumission","28/12/2024","06/01/2025","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","16/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"738","OCP InnoStack","Déploiement réussi d’une conduite déportée de stacker, reposant sur une connexion sans fil robuste et une automatisation avancée, déjà opérationnelle au sein du Groupe OCP. Prochaine étape : l’autonomisation par Deep Learning Industriel, un saut décisif !","29/12/2024","13/06/2025","001","Ideation","active","NA","NA","SBU Mining Phosboucraa","Soumission","29/12/2024","29/12/2024","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","30/12/2024","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"740","PlantRx","la solution consiste à utiliser les drones dans la détection des maladies des plantes en cultivation avec un traitement en temps réel, tout en intégrant des outils révolutionnaires comme IA et la Big Data","02/01/2025","21/06/2025","001","Ideation","active","NA","NA","SBU Manufacturig Safi","Soumission","02/01/2025","03/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","16/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"741","interactive simulators","Création d'une plateforme de simulation des interlocks sécurité des ateliers sulfurique ","03/01/2025","13/06/2025","002","Ideation","active","NA","NA","SBU Manufacturing Jorf","Soumission","03/01/2025","03/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","28/01/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"742","Agrobiofertilizer","Agrobiofertilizer est une initiative innovante visant à développer des additifs organiques compatibles avec les engrais OCP pour améliorer l'efficacité des fertilisants tout en réduisant leur impact environnemental. ","08/01/2025","13/06/2025","003","Development","active","NA","NA","SBU Manufacturig Safi","Soumission","08/01/2025","08/01/2025","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","02/02/2025","14/02/2025","Ideation | Demo Day ","14/02/2025","14/02/2025","Development","25/02/2025","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"743","OCP VERT","minimiser le coût de gestion des déchets plus valorisation des déchets","08/01/2025","26/06/2025","002","Categorization","active","NA","NA","SBU Mining Khouribga","Soumission","08/01/2025","08/01/2025","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","26/06/2025","26/06/2025","Ideation","16/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"744","AQUASTREAM Water Generation","La génération d'eau atmosphérique est une solution innovante qui permet de disposer de l'eau potable dans les zones arides éloignés du réseau et des ressources conventionnelles et demeure une solution alternative de préservation de l'écosystème rurale ","09/01/2025","13/06/2025","002","Development","active","NA","NA","SBU Manufacturing Jorf","Soumission","09/01/2025","09/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","10/02/2025","11/05/2025","Ideation | Demo Day ","16/05/2025","16/05/2025","Development","26/05/2025","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"746","Explorateurs des profondeurs","Notre initiative vise à créer un centre de plongée sous-marine (Safi Diving Center), visant à améliorer le bien-être physique, mental et émotionnel de nos collaborateurs. Ce centre offre un véritable espace de loisirs et de détente.","10/01/2025","13/06/2025","004","Ideation","active","NA","NA","SBU Manufacturig Safi","Soumission","10/01/2025","10/01/2025","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","23/01/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"747","Tiwizi","je propose une plateforme e-commerce innovante, TIWIZI, pour relier vendeurs et acheteurs, intégrer le live streaming, promouvoir l'artisanat local et les produits faits maison, tout en soutenant l'entrepreneuriat et le développement durable.","13/01/2025","13/06/2025","001","Ideation","active","NA","NA","SBU Manufacturig Safi","Soumission","13/01/2025","14/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","11/02/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"748","ChargeX","ChargeX vise à développer des bornes de recharge rapide alimentées par des énergies renouvelables. Ce projet soutient la décarbonisation des transports et reflète l’engagement d’OCP à atteindre la neutralité carbone pour les scopes 1 et 2 à l’horizon 2030","14/01/2025","13/06/2025","002","Development","active","NA","NA","SBU Mining Gantour","Soumission","14/01/2025","14/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","02/04/2025","11/05/2025","Ideation | Demo Day ","16/05/2025","16/05/2025","Development","26/05/2025","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"749","Growtopia","Un système de jeux de différents types destinés à expliquer au publique jeune et moins jeune le mode de fonctionnement complexe de quelques entreprises","15/01/2025","13/06/2025","001","Ideation","active","NA","NA","SBU Mining Khouribga","Soumission","15/01/2025","15/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","12/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"750","Crop Cart","c'est un mécanisme qui permet de changer la vision du premier contact client en lui offrant une expérience sampling hors du commun.","15/01/2025","13/06/2025","001","Ideation","active","NA","NA","SBU Mining Khouribga","Soumission","15/01/2025","15/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","12/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"751","AI & Analytics Communtiy","La communauté AI & Analytics  est un espace de solidarité et de partage, où les collaborateurs apprennent, échangent et innovent ensemble pour accélérer l’adoption des pratiques data-driven, renforcer la collaboration et valoriser les talents internes","15/01/2025","25/06/2025","004","Ideation","active","NA","NA","Corporate","Soumission","15/01/2025","31/01/2025","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","02/02/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"752","étiquette électronique MA","_x000D_
L’objectif est de digitaliser les étiquettes utilisées en maintenance autonome en remplaçant les étiquettes papier par des étiquettes électroniques via une application dédiée. Cette application offrira plusieurs fonctionnalités essentielles_x000D_
","16/01/2025","21/06/2025","001","Ideation","active","NA","NA","SBU Mining Khouribga","Soumission","16/01/2025","24/01/2025","Operating Model (situation visant à améliorer, optimiser ou changer des process, pratiques ou organisations de travail)","Categorization","NA","NA","Ideation","16/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"755","Mengad"," lavage triporteur ","18/01/2025","26/06/2025","002","Categorization","active","NA","NA","SBU Mining Gantour","Soumission","18/01/2025","28/02/2025","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","26/06/2025","26/06/2025","Ideation","16/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"756","mengad el houssine","Gestion des déchets gazeux","18/01/2025","26/06/2025","004","Categorization","active","NA","NA","SBU Mining Gantour","Soumission","18/01/2025","03/03/2025","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","26/06/2025","26/06/2025","Ideation","16/05/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"758","OCP 2030 World Cap","Mobiliser l’écosystème OCP pour soutenir le rayonnement du Maroc au Mondial 2030. Une dynamique collective pour innover, promouvoir le développement durable, assurer le succès de l’événement et créer une valeur partagée durable pour tous.","20/01/2025","13/06/2025","001","Ideation","active","NA","NA","Corporate","Soumission","20/01/2025","20/01/2025","Ecosystème (situation visant à créer de la valeur avec l’écosystème du groupe)","Categorization","NA","NA","Ideation","22/01/2025","NA","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
"759","Green keepers","Green Horizon est une agence agricole visant à développer l’agriculture en Afrique. Après un test réussi sur 18 ha, nous étendons à 50 ha pour préparer des terres et marchés aux investisseurs. Impact : emplois, durabilité, économie verte.","22/01/2025","13/06/2025","003","Ideation","active","NA","NA","SBU Mining Phosboucraa","Soumission","22/01/2025","22/01/2025","Business (situation visant à générer des revenus)","Categorization","NA","NA","Ideation","23/01/2025","24/04/2025","Ideation | Demo Day ","NA","NA","Development","NA","NA","Business | Incubation","NA","NA","Business | Pre-Hacking Committee ","NA","NA","Business | Hacking Committee","NA","NA","Business | Acceleration","NA","NA","Business | Pre-Impact Committee","NA","NA","Business | Impact Committee","NA","NA","Business | Impact","NA","NA","Business | Series B","NA","NA","OM | Incubation","NA","NA","OM | Pre-Hacking Committee","NA","NA","OM | Hacking Committee","NA","NA","OM | Acceleration","NA","NA","OM | Pre-Impact Committee ","NA","NA","OM | Impact Committee","NA","NA","OM | Impact","NA","Ecosystem | Incubation","NA","NA","Ecosystem | Pre-Hacking Committee","NA","NA","Ecosystem | Hacking Committee","NA","NA","Ecosystem | Acceleration","NA","NA","Ecosystem | Pre-Impact Committee ","NA","NA","Ecosystem | Impact Committee","NA","NA","Ecosystem | Impact","NA","NA"
